text,category
"
Worked with Jason & June & it couldn’t have been an easier process. Completely happy with my experience & the process just depends how fast you respond to their requests. This was a refinance & it was completed & funded within under a month.
",Positive Customer Review
"
Worked with Jason & June & it couldn’t have been an easier process. Completely happy with my experience & the process just depends how fast you respond to their requests. This was a refinance & it was completed & funded within under a month. June was very helpful & I’m an Accountant with lots of questions & she was very patient with me. I’d ask for different terms & loan amounts & she was quick to give me the updated rates. She definitely has amazing customer service skills & knowledge. I highly recommend... Read More
",Positive Customer Review
"
Everything I said about my loan officer holds true for the company he works for. The support staff, specifically Summer Anderson was as thorough and efficient as Rowel and as accommodating and informative. In this day and age of doing business without ever meeting the people helping you - you have to be an expert in sizing up people and their product in just a few conversations or you could be fortunate enough to find Pacific Mortgage. Honestly, met or exceeded all of their competitors and all of my expectations!!!... Read More
",Positive Customer Review
"
Absolutely the best experience I have ever had dealing with a loan officer - or any other loan related endeavor for that matter. Rowel was friendly, knowledgeable, patient and extraordinarily helpful in choosing the right loan for me. I got precisely what was promised in RECORD time and Rowel was available and eager to answer ALL of my questions every step of the way. Not only will I recommend him to anyone and everyone I can, I will call him when I need anything related to my loan in the future... Read More
",Positive Customer Review
"
Provided very timely and friendly service to bring my loan to a close quickly 
",Positive Customer Review
"
Friendly and efficient.
",Positive Customer Review
"
They were quick, professional, friendly, and cost effective.
",Positive Customer Review
"
It was a pleasure to work with Pacific Beneficial on our refinance. We worked with Rowel Enriquez and he was incredibly responsive any time we had questions or encountered issues.

I would definitely recommend Pacific Beneficial and gladly call on them services in the future.
",Positive Customer Review
"
It was a pleasure to work with Rowel on our refinance. He was incredibly responsive any time we had questions or encountered issues.

I would definitely recommend him and gladly ask for his services in the future.

",Positive Customer Review
"
Had slight difficulty with online documents and signing
",Positive Customer Review
"
Accommodating, easy to work with, good products
",Positive Customer Review
"
My loan officer was a really big help. He was very patient, and helped me save some money on the closing cost. Thanks again, I would definitely refer to a friend.
",Positive Customer Review
"
It was the first time we refinanced our home and Kirk was Knowledgeable and made it very easy for us throughout the process. Great rate and service. Thank you.
",Positive Customer Review
"
Our contact Maurice was professional and courteous in all of our discussions. He explained the details and worked to meet our timelines. He was excellent.
",Positive Customer Review
"
Overall a very fine job. No cost to me, and I received the prevailing rate. A few minor paperwork mistakes which required some repeated forms to be signed, but nothing worth worrying over. Peter did a very good job.
",Positive Customer Review
"
I worked with Kory and Carla at NASB. They were a superb team and provided excellent, responsive and knowledgeable service throughout the entire process. Ours was a complicated process with a refinance and a loan and they hung in there with us the entire time. It was a great experience working with both of them. I highly recommend them and will use them in the future for all of my mortgage needs... Read More
",Positive Customer Review
"
Kory was by far the best loan officer I have ever worked with. We were dealing with a complicated refinance and purchase of two different properties and he was cool, calm, professional and extremely knowledgeable throughout the entire process. I wouldn’t use anyone else moving forward. His level of integrity and responsiveness is second to none. Thanks for everything, Kory... Read More
",Positive Customer Review
"
Expert loan officer, well versed in VA and the financial impacts of loan component changes. The best I have worked with across 7 home buying/selling deals. Now advocated for by the #1 real estate broker in the state due to his ability to close complicated and high pressure deals. She places him at the top of the list after 32 years in the business! 

Professionally and patiently answers detailed questions and can rally the expanded NASB team (also stellar!) to support your needs. He handled my complicated VA loan that seemed to change every week while we tried to buy an Antebellum home (tough comps) during my retirement from the military (tough income verification) with five families all swapping homes (tons of contingencies). Everything along the way mattered and Aaron and the NASB team got it done (even on weekends) and closed on time with the best interest rate in the market and no added origination fees. 

Look, do NOT pass up an opportunity to work with him. ... Read More
",Positive Customer Review
"
The NASB team went above and beyond for me and my family and closed an important VA home loan on time despite many changes, my military retirement, and a very challenging Antebellum home that required the entire NASB team to pull out all the stops, know the rules and regulations, and guide us through a tough VA process. I truly believe we would not have closed on time with a different team. I will only recommend NASB for home loans...especially complicate VA loans... Read More
",Positive Customer Review
"
Dallas Goodlet and his entire team are deserving a special thank you. He was as professional as they come and closed our loan in 12 days. We were with another competitor originally and he called, saving us thousands over our current lender. It was a real pleasure getting to work with this institution and a class act like Dallas. Great job!
",Positive Customer Review
"
Comments:	To begin my wife and I were at the point of signing completion with the leader of online home mortgage service. We were not satisfied with the origination cost so we applied to lending tree for competitive bids. Several lender matched or slightly beat NASB but none were convincing at closing on time. We chose NASB because of Dallas Goodlet believability on the closing. The sales, loan service and application process was competitive, assuring, professional, timely, supportive, and truthful. Dallas Goodlet/ Brent Custer and the whole NASB team delivered the mortgage on time and at the price promised. We are completely satisfied and appreciative of the staff, product and service of your company. Kudos to all ... Read More
",Positive Customer Review
"
Working with Jon was such an amazing experience! From the start he offered answers to any questions I had since after all this was our first home purchase! Jon was always a phone call away ready to help where needed. He made the stringent home buying process as easy as possible! I would definitely recommend any potential buyers to work with Jon, I know for myself I will be calling him if we ever decide to buy another house!

Thanks Jon... Read More
",Positive Customer Review
"
NASB was amazing to work with! The pre-approval process was easy and informational. We chose our home and closed within 30 days of our agreement date! Thanks NASB for making our first home purchase an amazing experience!
",Positive Customer Review
"

Jon Barrett was a great asset to my husband and I. He made our mortgage loan process extremely simple and quick! Jon was knowledgeable, helpful, patient and accurate. We would suggest anyone shopping for a mortgage loan to give Jon a call.

",Positive Customer Review
"
Jon Barrett was a great asset to my husband and I. He made our mortgage loan process extremely simple and quick! Jon was knowledgeable, helpful, patient and accurate. We will be passing Jon's name along to anyone looking for a mortgage loan!
",Positive Customer Review
"
I can't express how incredibly awesome our experience was with working with Bryant Small at NASB. As a military family, we have purchased or refinanced many homes and this was by far the BEST experience we have ever had. Bryant makes it easy and took the time to discuss the best options for us. I've never met Bryant, but you can't mistake authenticity and we knew instantly he and NASB were who we were going with.... Read More
",Positive Customer Review
"
Best loan officer I could have hoped for! Jeff exceeded my expectations. He worked very hard to get me the best rate possible. Highly recommended 
",Positive Customer Review
"
Adam was great to work with during our refi! His attention to detail made this a smooth and easy transaction. It has been several years since we've gone thru the home loan process and we were unsure where to start. After talking with Adam, we were confident he was the one to help us with our refi. He was professional, helpful, very knowledgeable about the loan process and answered all of our questions in a timely manner. I would highly recommend Adam and would not hesitate to work with him again... Read More
",Positive Customer Review
"
Great website, knowledgeable, responsive and always got back to us quickly with answers to our questions. Mortgage process can be very tedious and they made it easy.
",Positive Customer Review
"
We received offers from multiple banks after our lending tree request for a mortgage. Alex Madewell from NASB was by far the best offer. He made the entire process easy and was very knowledgeable. The closing on this home was seamless, no surprises. I would definitely recommend Alex Madewell and NASB to anyone looking for a mortgage.
",Positive Customer Review
"
Rob was very helpful in getting this loan closed. Few issues on our end we didn't know about but he was still able to get it done on time.
",Positive Customer Review
"
Peter and his team were great to work with. They were professional and prompt with their responses. They answered all my questions and somehow got us to closing on time despite various roadblocks we encountered.
",Positive Customer Review
"
Adam came highly recommended and from the first time we spoke with him, it was clear why. He was friendly, professional, knowledgeable, and worked hard to ensure we were taken care of in all aspects. Beyond the necessary effective communication skills, he brought a personal touch after we closed by sending us a hand written note of congratulations. I will recommend him to everyone I know buying a house.... Read More
",Positive Customer Review
"
A real stand up guy. From the beginning Mr. Barrett alievatied any uncertainties we faced with buying our first home. This guidance and expertise was certainly what a “first time homebuyer” would hope for. From beginning to the very end he stood by us and walked us through the entire process. Even down to the wire at closing Mr. Barrett stepped up and saved us thousands by identifying an errounous mistake in the contract. When I buy again, I’ll call Jon. Thank you Jon Barrett! We certainly enjoyed working with you... Read More
",Positive Customer Review
"
I had the pleasure of working with Mr. Barrett from NASB and I couldn’t be more please. From the very beginning Mr. Barrett guided us on our journey with the upmost courtesy and respect. Even while closing Mr. Barrett once again came to the rescue helping me save even more money! A big thanks to Mr. Barrett and the team at NASB. When I buy again I know who I’ll call
",Positive Customer Review
"
As a first time homebuyer I was walking blindly, Bryant became my guide! I recall telling him ""I don't speak mortgage"" and that was no problem at all. Bryant was kind, understanding, and genuinely cared throughout the entire process from my online application to the day we became homeowners. He was very prompt and always gave clear explanations of what was happening, next steps, and what path would be in my best interest. Even when there were bumps in the road he was there to smooth them out. I would recommend Bryant to anyone seeking financial wisdom in their buying/refinancing process... Read More
",Positive Customer Review
"
They got me the best deal. They price matched and did even better. Fortunate I got to work with them. 
",Positive Customer Review
"
Alex was persistent, diligent, and thorough. He was easy to work with and got me an excellent rate on my home. Next time I buy I’ll absoltely work with him. 
",Positive Customer Review
"
My wife and I have purchased several homes over the years and have worked with a number of different mortgage companies. Our experience with Jeremy and Brent (Custer) has been, by far, the best we have ever experienced. If we are ever in the market again, we will definitely be back and will recommend NASB to anyone we know who is looking for a mortgage.
",Positive Customer Review
"
Great customer service. Always available when I called and very respectful. Thanks for working extra hard to close on time. 
",Positive Customer Review
"
I would like to thank Brent for working with us. He kept encouraging us when we felt we would get turned down because of a previous lender. Brent and his team did everything possible to meet our deadline. Thanks to him, we are now happy home owners. 
",Positive Customer Review
"
I first inquired about a loan with Brent (6) months ago. I then told him I wanted to put it all on hold once I found out the cost to buy out my lease. After (6) months I contacted him in the morning and told him it was time for me to get serious. He responded within the hour and we were rolling again.

2 weeks later I found a home I wanted to make an offer on. 4 weeks later I closed on the home. During that time I always knew what was going on. We talked daily. He made me feel comfortable through the whole process and I always felt like I was in control. Honestly, purchasing the home was much easier than I thought. I'd recommend him to anyone.... Read More
",Positive Customer Review
"
It had been ten years since I bought a house and I was little nervous of what I could afford this time around and going through the process again. Adam couldn't have been better to work with. He was great at communicating and making me feel at ease. He got us the best rate and was a dream to work with. He completely took the anxiety out of home buying. You will regret not using him. He is knowledgeable and you can tell he really cares about you... Read More
",Positive Customer Review
"
Fred was very nice, and always available to address my concerns. He seems to really care about his customers. Going through a refinance is never very pleasant, but Fred did his best to make it as painless as possible. Thanks Fred!!
Best,
Kary

",Positive Customer Review
"
I worked with Kory Klossner, a loan officer with NASB. After confirming he could offer a much lower rate than my financial institution, he then took the additional time to explain the pros and cons of different loan types (conventional versus VA loans). Kory also took the time to calculate approximate monthly payments and closing costs for each. I never felt like I was being pressured or rushed into a decision, in fact I felt quite the opposite. He gave me whatever time I needed to fully understand my options and make the choice that was right for me, based upon my unique circumstances. Kory went above and beyond to make me feel comfortable with what has been the biggest financial decision of my life. Thanks Kory...5 stars... Read More
",Positive Customer Review
"
I worked with Kory Klossner, a loan officer with NASB. After confirming he could offer a much lower rate than my financial institution, he then took the additional time to explain the pros and cons of different loan types (conventional versus VA loans). Kory also took the time to calculate approximate monthly payments and closing costs for each. I never felt like I was being pressured or rushed into a decision, in fact I felt quite the opposite. He gave me whatever time I needed to fully understand my options and make the choice that was right for me, based upon my unique circumstances. Kory went above and beyond to make me feel comfortable with what has been the biggest financial decision of my life. Thanks Kory...5 stars... Read More
",Positive Customer Review
"
I couldn't have been more pleased with Aaron's customer service. My father recommended Aaron when I was looking to buy a house. Aaron fought to get me the best rate and made sure that everything went as planned. When I wasn't able to move my closing date up to keep my rate interest rate, Aaron told me not to worry about it and he would cover the cost difference. He did the same thing when we had to pay extra to rush the appraiser to close on time. I would and will recommend Aaron to anyone looking to buy a home because I know he will do a great job like he did for me.... Read More
",Positive Customer Review
"
I can't begin to express my happiness with working with Aaron, not only is he professional and knowledgeable but he literally ended up saving me thousands of dollars on my loan! I thought I had good rate until I spoke with him and we were able to lower it almost a full 1% which saved us hundreds of dollars per month and then he was able to get everything approved/closed on a very tight timeline of less than 4 weeks! I highly recommend him... Read More
",Positive Customer Review
"
Very responsive and worked hard to get us approved. The mortgage experience itself can be very stressful, but Jon really made us feel like someone was on our side. Thanks again for everything.
",Positive Customer Review
"
Joey was very helpful. We appreciated his friendly manner and his timely responses.
",Positive Customer Review
"
Our loan officer, Joey Hartegan, was friendly and very helpful. My wife and I were very pleased that we chose NASB to refinance our home.
",Positive Customer Review
"
My family and I shopped around for home mortgages for a while. We currently reside in New Jersey and every mortgage company wanted nearly 20k to close. I found North American Savings Bank online, and Steve was the person that I was assigned to work with. He was wonderful to say the least. Steve would always answer my calls and emails promptly. In addition, when out of the office, Steve always made sure a colleague assisted me. I honestly cannot say enough about (NASB). Ultimately, the were able to get me a much lower interest rate and monthly payment on my home. I highly recommend Steve to anyone ... Read More
",Positive Customer Review
"
RC was excellent to work with! He is a straight shooter and an honorable fellow veteran. He ensured we understood what was happening, what to expect and how long it would take. I can't recommend anyone more for your lending needs when working with a VA loan, you need a loan officer who ""knows"" what they are doing. He is great at what he does and will personally ensure your closing is on time. Even with an extremely slow appraiser who did not meet deadlines causing delays, we still closed on time thanks to RC, his professionalism and his dedication to keep his word. His team is great to work with as well... Read More
",Positive Customer Review
"
Very smooth experience.....working with a VA loan, closing on time, NASB was extremely easy to work with. As a veteran, you WANT a lender who understands and easily funds VA loans and NASB meets this requirement with five stars. Other lenders we have worked with in the past do not meet NASB's service, especially closing on time, in my experience. Recommend highly!
",Positive Customer Review
"
Outstanding service and always timely
",Positive Customer Review
"
Fred went above and beyond to make sure everything went smoothly including making calls while on vacation. Fred works hard to make your dreams come true.
",Positive Customer Review
"
Fast, helpful, best service possible. I heartily recommend them to everyone.
",Positive Customer Review
"
Aaron did everything humanly possible to get me the best rate and terms that he possibly could.

He listened to me and responded to my needs with concern, care, and expertise.

I could never have anyone who could have helped me more by being a caring, knowledgable, patient, and responsive individual.

Many thanks to Mr. Spring 
",Positive Customer Review
"
Aaron was extremely help and very friendly. I kept his about everything and was always up front with everything. As a veteran myself, he made to go the extra mile for me and always was available to talk and answer questions. This was my first time buying a home and he made as painless as possible for me and my wife. I nothing but great things to about him and cannot thank him enough for helping us through this process... Read More
",Positive Customer Review
"
Their loan officer and his team were amazing. They helped us every step of the way. 
",Positive Customer Review
"
Alex was extremely helpful and always available if we had any questions or concerns. He kept in constant contact with us and told us exactly what was going to be happening and when. When any issues came up he addressed them quickly so we wouldn't have to wait longer for the closing. He was always trying to go the extra step to make sure we were taken care of. 
",Positive Customer Review
"
Great service and easy
",Positive Customer Review
"
Such a pleasure working with Alex. Couldn't ask for a better lender. 
",Positive Customer Review
"
Good guy to work with. Very responsive. No surprises.
",Positive Customer Review
"
Extremely smooth process with no surprises. Better than expected interest rate.
",Positive Customer Review
"
Fred was great! He worked around my schedule, was always very responsive and always knew exactly where I was in the process and helped me work on what to do next.
",Positive Customer Review
"
I worked with a person name Andrew Leehy. He is a very hard working, honest person with the customers interest not the commission at heart.
",Positive Customer Review
"
Fred was awesome to work with! He is very knowledgeable in his field and is quick to respond to all calls and emails. He made sure the loan stayed on track and we closed on time, 29 days from the day we put a contract on the house. We highly recommend Fred!
",Positive Customer Review
"
A fine bank with traditional values. Just great. The people are real and the bank ""walks the talk"". A real pleasure to do business with them.
",Positive Customer Review
"
Joey was knowledgeable, very accessible and maintained a positive attitude throughout the complex refinancing process. He was a true partner, not just a functionary doing paperwork.

I trusted his judgment and he never failed me. He also has a great sense of humor.
",Positive Customer Review
"
I was hesitant to use a non-local mortgage company. My loan officer, Jeremy was more involved with the process than any local loan company I’ve used previously. His customer service and knowledge has exceeded my expectations. 
I don't usually recommend people, but I would consider Jeremy as a trusted “friend in the mortgage business”.

",Positive Customer Review
"
I was hesitant to use a non-local mortgage company. My loan officer, Jeremy was more involved with the process than any local loan company I’ve used previously. His customer service and knowledge has exceeded my expectations. 
I don't usually recommend people, but I would consider Jeremy as a trusted “friend in the mortgage business”.

",Positive Customer Review
"
Steve got it done when others couldn't. 30 day closing and he even got things done that his supervisor couldn't get done. Steve was recommended to me by a friend and I am glad I went with him. He was great to work with. 
",Positive Customer Review
"
Very professional and customer oriented.
",Positive Customer Review
"
Steve was very responsive and patient with my many questions. We haven't bought a house in many years. And this was a big move for us. I can't praise him highly enough. Highly recommend.
",Positive Customer Review
"
Great customer service and very helpful.
",Positive Customer Review
"
Very helpful and great customer service.
",Positive Customer Review
"
You can tell about his character and honesty from the very beginning, I couldn't be happier.
Thank you Mark!
",Positive Customer Review
"
Buying a house is the most stressful thing I have done. Specially with the developer company I had to deal with!, but Mark and his team were the best !
They were always helpful, on time, and went the extra mile to help me and solve all my questions.

I am really happy I chose them!, from the very beginning they showed their professionalism and their customer care skills.

From the bottom of my heart! thank you!! for helping me get my first home!!

... Read More
",Positive Customer Review
"
Mark and his team were very helpful and provided a great experience, fast closing and competitive rates.
",Positive Customer Review
"
Bob did amazing job. Process was smooth and stress free . Definitely responded super fast and helpful. 101% satisfied.
",Positive Customer Review
"
Very professional yet personable. Quick to help with any questions or obstacles to the funding process. I highly recommend Peter Lammerts and his team.
",Positive Customer Review
"
It was a pleasure to work with Christopher Waymire through the process. He made it easy and painless. His staff and supporting team was awesome! I highly recommend their company.
",Positive Customer Review
"
Great first time home buying experience. Have already recommended Triumph to friends and family. 

The communication is what really made the difference. Stephanie and staff were quick to respond to my emails, answering our questions, and providing reassurance. That is something that seems to be lacking these days when it comes to conducting business. 
",Positive Customer Review
"
I was trying to decide between Triumph Lending and a much larger company whose name starts with a Q and they have a spaceship logo. I'm so happy I went with Triumph. The other company got all needy and wouldn't stop trying to call me once I chose Triumph. However, Triumph didn't play any games with me, they responded more quickly, they took the time to educate me, didn't use any gimmicky sales techniques, and were pleasant to work with through the whole process. I'm so happy with their work, that I'm going to use them again when I buy a rental property next year. ... Read More
",Positive Customer Review
"
This was my first home purchas; however, with Peter and Monica’s support, they made this such an easy and smooth process. I always hear about the stress and challenges when buying a house, but the day Peter called and told me we were all good to go and would be closing in a couple weeks I laughed and honestly thought he was joking. That’s how simple and quick they were with my loan; I was actually able to enjoy the entire process from application to closing. Their response time to emails was unbelievable; you would have a response within minutes at almost all hours of the day. All in all, they exceeded the bar with customer service (would of given them 100 stars if it was option), were extremely fast in the loan process, got me an outstanding rate, and continued to call all the way through closing to make sure everything was going well! If you’re in the market to buy a home or refinance Peter and his team are the ones for you. Thank you so much for all you did, I can never thank you enough! All the best to you... Read More
",Positive Customer Review
"
Andy was an incredible resource and guide throughout our first home-buying experience! He is highly skilled, always willing to help, and perhaps most importantly of all, understanding. He answered my countless questions (even through text messages at night!) with a calm and professional demeanor that absolutely reassured me throughout the closing process. We plan on refinancing in a few years and we have the utmost confidence that Andy will be able to provide another superior experience. Looking forward to working with you again, Andy... Read More
",Positive Customer Review
"
Thank you Peter for always getting back to me right away with any questions and making sure this was a smooth process and my Loan closed on time! We appreciate this so much. 
",Positive Customer Review
"
Found Triumph online and reached out. We loved that they were very easy to get a hold of, answered all our questions and went above and beyond to make sure we understood the whole process. The team is very responsive and keeps up with everything you still need going forward. We closed late on a Friday and funding happened relatively fast without any hiccups. Would hands down recommend them anyone purchasing a house as they made the process run smoothly.... Read More
",Positive Customer Review
"
I had a good gut feeling about Triumph Lending, but I wasted a lot of time checking with a few other mortgage companies.

Those other companies were all over the map. There were two I never heard back from after the pre-approval stage. One of them completely ignored one an email I sent as a follow up to a phone call. Another waited a month to call me back. Two of them promised information and ever provided it.

The real prize winner was particularly pushy and was completely unprofessional when I informed him I had decided to use Triumph lending because they're closing costs were thousands of dollars lower.

But everyone I worked with at Triumph, mostly Vanessa Flores (Loan Officer) & Alina Vargas (Loan Processor), took every question seriously, never failed to respond to a request (quickly and accurately), and I know it sounds cliche, but I felt like I was more than just a number to them.

Thanks to them, my wife and I are getting our first home... Read More
",Positive Customer Review
"
Vanessa was, in a word, fantastic.

She was there for me every step of the way, with a perfect balance of professionalism and enthusiasm.

She was always very quick to respond to respond to my questions and, even more importantly, her answers were always right.

I did check with a few other mortgage companies and their representatives couldn't hold a candle to her... Read More
",Positive Customer Review
"
It was a pleasure with John. Besides all the fees and closing costs being lower than other brokers that I reached out to, John was involved in every step of the way. He was on top of every element of the transaction and communicated timely, nothing was left to chance and even the loan was ready to be funded one week prior to closing day!
Having shopped around and compared other brokers, I know I made a great decision (financially and for peace of mind) going with John. I would not hesitate to recommend his services to anyone looking for a home loan... Read More
",Positive Customer Review
"
Triumph was extremely efficient. I was so pleased with the streamlined processes and use of technology. The entire team that we worked with was knowledgeable, provided real time feed back, and very personable. We had an awesome experience with Triumph and will definitely recommend to other home buyers.
",Positive Customer Review
"
Excellent customer service - had a great experience working with lender Marcos Maya & team!
",Positive Customer Review
"
I cannot say enough great things about Peter and his team. Peter was always available, always responded right away and answered all my questions. Not only did he answer my questions, he took the time to explain everything in detail and made sure I understood the answer and/or process. 
",Positive Customer Review
"
Buying a house can be painful! You have to fill out applications, produce proof of financials, etc... But Chris and his team made this easy. They were so easy to work with. Very organized and always ready to answer a question or explain why something was needed. Chris is friendly, knowledgeable and professional. He always had our best interest in mind and communicated with us every step of the way. Best home loan experience we have ever had. ... Read More
",Positive Customer Review
"
Stephanie was amazing, she was side by side with us during the process, answering all our questions and fighting for us. She did more for us than our own realtor. I absolutely recommend her and her team. You guys rock! 
",Positive Customer Review
"
Stephanie was amazing. We just bought our first house in Houston and we can’t be more thankful for all the patience and help she gave us. Working with her was a pleasure, she did more for us than our own realtor and I’ll never forget it. Thank you Stephanie you’re the best. We highly recommend her!
",Positive Customer Review
"
Great experience, great people!
",Positive Customer Review
"
Working with Chris was easy. He listens to your needs, understands them and does his best to meet them. He is open, upfront, honest, communicates quickly, thorough and delivers a high level of customer service. His under writing and processing was the best and fastest I've ever seen. If you want a great loan experience then do business with Chris, he won't let you down... Read More
",Positive Customer Review
"
Great to work with, very responsive to all my inquiries.
",Positive Customer Review
"
Stephanie, Alina and Phillip were great to work. They made the process quick and painless, highly recommend. 
",Positive Customer Review
"
Stephanie was great! She was a pleasure to work with and gave solid advice throughout the process. Thanks again, Stephanie!
",Positive Customer Review
"
I really enjoyed the services provided by Stephanie Drewry and her team. They were very friendly and professional. They always responded quickly and had great advice throughout the lending process. 
",Positive Customer Review
"
Bob did amazing job . If I can give more than 5 stars I would . Process went so smooth and stress free . Definitely will respond super fast and super helpful. 100 % satisfaction 
",Positive Customer Review
"
Stephanie and her team were fantastic. The most helpful and responsive lender I’ve ever worked with. They really go out of their way to provide the best customer service possible. Would recommend to anyone. 
",Positive Customer Review
"
Working with Chris was an excellent experience, he is knowledgeable, and he follow up with me, in every step of the way.
It really make a big difference to work with a professional like him.
Thank you Chris for all the time and effort you put in our deal.
 
",Positive Customer Review
"
Chris is not a hard sell guy. He earns your business by giving you a great deal and working hard for you. Chris was always responsive and, most of the time, reached out to me before I even contacted him. His follow-up is great as well. I highly recommend him. If you do your part and provide the required information to obtain your loan, this man breaks speed records getting it done. Two thumbs up... Read More
",Positive Customer Review
"
Chris Waymire and his team were spectacular. I was a first time home buyer and I was Chris w/ Triumph Lending were suggested to me by a mutual friend. Chris and the Triumph team were responsive and were very proactive in every stage of the deal. This guy is the real deal, I highly recommend financing through Chris!
",Positive Customer Review
"
Chris Waymire and his team were spectacular. I was a first time home buyer and I was Chris w/ Triumph Lending were suggested to me by a mutual friend. Chris and the Triumph team were responsive and were very proactive in every stage of the deal. This guy is the real deal, I highly recommend financing through Chris!
",Positive Customer Review
"
Triumph Lending has a great team that will walk you through the lending process hassle-free. They treated me with great care and made sure to answer any questions. The pre-approval process was easy to complete, and the team were quick to respond every time I needed a pre-approval letter for bidding on a home. They were able to close on our house within a month as well... Read More
",Positive Customer Review
"
Stephanie Drewry took such wonderful care of us, while we were purchasing a home in another state! I felt as though we were the only customers, because we received such personal, timely care.
",Positive Customer Review
"
From the very beginning, The Lending Tree took excellent care of us, while we were buying a home in another state. Every day, they stayed on top of each step, to get our closing, completed on the seller's requested date. The LT team worked together like a ""well-oiled machine!""
",Positive Customer Review
"
Awesome staff that works well together to support customers throughout the lending process.Marcos, Monica and JC did a phenomenal job keeping me informed and answering all questions I had about my loan and the process.
",Positive Customer Review
"
Marcos and his team were there every step of the way for us. Every time we reached out, we received a response within minutes - this goes for calls, texts and emails! Marcos made this process as easy as I could imagine. I'd recommend him and his team at Triumph to anyone.
",Positive Customer Review
"
I started a process for a mortgage loan with Triumph Lending (Network Funding) in Houston, TX. I was given a pre-approval quickly with a great Interest Rate. I was continually informed via email and phone calls thorough the entire process of the loan. My representative from Triumph Lending (Peter Lammerts) worked tirelessly to make the best deal possible for me in terms of closing costs and interest rate on top of always being available to answer any questions on a loan that, to begin with, looked like it was going to be an easy mortgage loan to process, until some difficulties on my credit report showed up. Peter was very diligent to work on the issues and was able to overcome all of the obstacles in order to do the mortgage closing on time and with my best interest in mind. I highly recommend Peter Lammerts and his team for their professionalism and efficient service.
J... Read More
",Positive Customer Review
"
John and his team were great. Best lender process I’ve had with a mortgage.
",Positive Customer Review
"
Marcos is a tremendous asset to Triumph Lending. Both he and Katie were extremely helpful, explaining each step of the way, keeping us informed of all progress, and accomplished everything they said they would do. We closed on time, on the last day of the month as planned, in the midst of high tension from all parties. Great job!!
",Positive Customer Review
"
The team were great to work with. Experienced and professional. A few bumps with seller at the end and Triumph pushed through and we closed, and on time. Thank y’all!
",Positive Customer Review
"
Stephanie did a great job and kept me informed at all times. She seems to have put together an excellent team that all focus on getting the job done and done right.
",Positive Customer Review
"
It was a great experience working with Stephanie and her team. The loan process went so smoothly that we were able to close 4 days earlier than expected. My realtor had not worked with Triumph before but she made the comment at close that the process went so smoothly because of the great lender and title company that we used. I would definitely reach out to Triumph for any of my future lending needs... Read More
",Positive Customer Review
"
Bob and Triumph beat other lenders rates and were prompt with approval and closing! 
",Positive Customer Review
"
Bob called me checking on me and answered questions via email within minutes or no later than an hour. He reassured me when another lender was trying to make me think that there were problems with Triumph and I followed my gut and stuck with Bob and Triumph. Bob and Katie were amazing. They beat the other lenders rates by a 3/4 of a percentage and saved me on closing costs as well. The other lender was more strict and closing costs were higher. He is amazing and now we have our home and could not be happier!... Read More
",Positive Customer Review
"
Went above and beyond to make sure I had as much information I needed to close on my home. Great job by Kevin and team to stay connected and provide timely communication to close early. He truly cares about the individual and families and provided a great overall experience for one of the more stressful times in someone's life. Great job overall and thanks again for all your hard work and information that was super helpful.

I truly appreciate his approach and confidence he earned with me knowing he will do what is right for us and his customers... Read More
",Positive Customer Review
"
We had the pleasure of working with John Guerra for our condo purchase. He made our home loan process much easier than we expected. Will definitely recommend to family and friends. 
",Positive Customer Review
"
Stephanie was awesome!!! Worked very hard for us to make sure the loan closed.
",Positive Customer Review
"
Triumph's customer service was great. Stephanie worked very hard to ensure we closed on time and to address/resolve issues that arose prior to closing. I suggest you use them and specifically request Stephanie Drewry.
",Positive Customer Review
"
This is the second time I have worked with Glen for a home mortgage. Each time the process went smoothly. This second time we also had Janel and Salvador helping out. I was impressed with their responsiveness. Janel even answered questions during non-business hours and was great with follow up. I highy recommend them.
",Positive Customer Review
"
John Guerra was super fast in responding and explaining the process. It was the easiest loan process I have done!
",Positive Customer Review
"
I worked with Steven Castaneda a few years back when we were looking at building. We ended up getting pregnant and deciding to hold off. Steve did not push or harass me with calls or emails which I appreciated. A few years later when we decided to move forward with a sale and purchase I remembered how helpful he was and the time he spent explaining things to me before so I contacted him. He was, again, very helpful walking me through it all and answering all my questions about the process. I knew very little about home buying and really appreciated the time. We just closed on our dream home and everything went very smooth.... Read More
",Positive Customer Review
"
I worked with Steven Castaneda a few years back when we were looking at building. We ended up getting pregnant and deciding to hold off. Steve did not push or harass me with calls or emails which I appreciated. A few years later when we decided to move forward with a sale and purchase I remembered how helpful he was and the time he spent explaining things to me before so I contacted him. He was again very helpful waking me through it all and answering all my questions about the process. I knew very little about home buying and really appreciated the time. We just closed on our dream home and everything went very smooth.... Read More
",Positive Customer Review
"
I have been working with John for the last few years. I placed a few offers in different houses and no luck, but John was always there having all the documents needed ready. 
John attention to details, responsiveness and customer service was second to none. He was there in all the failed offers and it was a joy when finally we had an accepted. John was always available by phone or email and responding almost immediately. John helped us to make buying a home a smooth and enjoyable process. Loan documentation was easy to manage.
If you are in the process of buying or refinancing your home, look no further than working with John Guerra... Read More
",Positive Customer Review
